Year	Doy	Depth	Value		uncertainty
2012	182	5	0.057518722	0.017221248
2012	182	15	0.269171051	0.028928904
2012	182	25	0.440169509	0.028169872
2012	182	50	0.480707886	0.0226887
2012	182	75	0.529759645	0.036842422
2012	182	100	0.445439573	0.02109569
2012	182	150	0.428721188	0.032124414
2012	182	200	0.490389209	0.123702554
2013	121	50	0.30294957	0.172670798
2013	121	75	0.673890935	0.282355647
2013	121	100	0.680267199	0.207500832
2013	121	150	0.55303528	0.277388635
2013	121	190	0.708635215	0.252010758
2013	182	10	0.104437466	0.072001506
2013	182	25	0.190225298	0.071397969
2013	182	50	0.361684581	0.205398444
2013	182	75	0.472366062	0.223941531
2013	182	100	0.450072086	0.237363548
2013	182	150	0.483545235	0.213247024
2013	182	193.3333333	0.712834628	0.200130077
2013	244	15	0.482363376	0.049505682
2013	244	25	0.605060703	0.461534255
2013	244	50	0.196452111	0.278977919
2013	244	75	0.652500237	0.150173654
2013	244	100	0.809569942	0.232016159
2013	244	150	0.722651653	0.189837827
2013	244	200	0.944872067	0.212056452
